,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Liegenschaftsbezeichnung,Strasse,Hausnummer,PLZ,Ort,Referenznummer / Bezeichnung,Amtliche Wohnungsnummer,Hauptmieter,Mieter 2,Mieter 3,Stockwerk,Zimmer,m2,Baujahr,Sanierungsjahr,"E-mail der Verwaltung zur 
Eskalation/Information 
durch ailean
Wo sendet ailean Mängelmeldungen bei 
der Verwaltung hin? Z.B. Sammelinbox nur für 
ailean, Abteilungsemail oder 
Bewirtschafter*In Pro Liegenschaft nur einmal ausfüllen","Verwaltungskontakt während 
Öffnungszeiten
für Mieter
(Falls Kontakt überhaupt rausgegeben wird, 
wird dieser Kontakt rausgegeben. Pro Liegenschaft nur einmal Ausfüllen)","Eskalationskontakt intern
(Wohin soll ailean eskalieren, wenn der Mieter meldet, dass 
der Mangel nicht behoben ist trotz Eskalation 
an eigene Verwaltung?) In der Regel Teamleitung / Vorgesetzte",Eigentümer,"Fiskaljahr
z.B. 01.-12.","Budget für Mängelbehebung
Ist dieser Betrag erreicht, wird ailean nur noch Offertenanfragen stellen 
oder direkt an Verwaltung eskalieren (je nach Einstellungen)
Formel: Direktaufträge an Handwerker x Kompetenzsumme","Individuelle Schwelle 
kleiner Unterhalt in CHF
(z.B. CHF 150.-)
Pro Liegenschaft nur einmal Ausfüllen"
,Buckhauserstr. 25/27/31/33,Buckhauserstr.,27,8048,Zurich,3.5-Zi-Whg C4.1 4.OG,,,,,4. OG,3.5,93,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Luzius Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 25/27/31/33,Buckhauserstr.,27,8048,Zurich,3.5-Zi-Whg C4.2 4.OG,,,,,4. OG,3.5,94,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Luzius Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 25/27/31/33,Buckhauserstr.,27,8048,Zurich,2.5-Zi-Whg C5.1 5.OG,,,,,5. OG,2.5,71,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Luzius Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 25/27/31/33,Buckhauserstr.,27,8048,Zurich,2.5-Zi-Whg C5.2 5.OG,,,,,5. OG,2.5,71,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Luzius Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,4.5-Zi-Whg A0.3 EG,,,,,EG,4.5,135,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,4.5-Zi-Whg Mais. A0.1 EG/1.OG,,,,,EG,4.5,133,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,6.5-Zi-Whg Mais. A0.2 EG/1.OG,,,,,EG,6.5,194,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,6.5-Zi-Whg A1.1 1.OG,,,,,1. OG,6.5,162,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,4.5-Zi-Whg A2.1 2.OG,,,,,2. OG,4.5,114,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,6.5-Zi-Whg A2.2 2.OG,,,,,2. OG,6.5,169,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,2.5-Zi-Whg A2.3 2.OG,,,,,2. OG,2.5,64,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,4.5-Zi-Whg A3.1 3.OG,,,,,3. OG,4.5,114,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,6.5-Zi-Whg A3.2 3.OG,,,,,3. OG,6.5,162,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,2.5-Zi-Whg A3.3 3.OG,,,,,3. OG,2.5,64,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,4.5-Zi-Whg A4.1 4.OG,,,,,4. OG,4.5,114,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,6.5-Zi-Whg A4.2 4.OG,,,,,4. OG,6.5,162,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,2.5-Zi-Whg A4.3 4.OG,,,,,4. OG,2.5,64,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,4.5-Zi-Whg A5.1 5.OG,,,,,5. OG,4.5,114,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,6.5-Zi-Whg A5.2 5.OG,,,,,5. OG,6.5,162,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,2.5-Zi-Whg A5.3 5.OG,,,,,5. OG,2.5,64,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 23,Buckhauserstr.,23,8048,Zürich,6.5-Zi-Whg Attika A6.1 6.OG,,,,,6. OG,6.5,191,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Dr. Regula Umbricht-Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D.01 EG,,,,,EG,3.5,101,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D0.2 EG,,,,,EG,3.5,98,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,2.5-Zi-Whg D0.3 EG,,,,,EG,2.5,82,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D1.1 1.OG,,,,,1. OG,3.5,113,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D1.2 1.OG,,,,,1. OG,3.5,98,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D1.3 1.OG,,,,,1. OG,3.5,102,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D2.1 2.OG,,,,,2. OG,3.5,113,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D2.2 2.OG,,,,,2. OG,3.5,98,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D2.3 2.OG,,,,,2. OG,3.5,102,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D3.1 3.OG,,,,,3. OG,3.5,113,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D3.2 3.OG,,,,,3. OG,3.5,98,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D3.3 3.OG,,,,,3. OG,3.5,102,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D4.1 4.OG,,,,,4. OG,3.5,113,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D4.2 4.OG,,,,,4. OG,3.5,98,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D4.3 4.OG,,,,,4. OG,3.5,102,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,2.5-Zi-Whg D5.1 5.OG,,,,,5. OG,2.5,91,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,3.5-Zi-Whg D5.2 5.OG,,,,,5. OG,3.5,98,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Buckhauserstr. 29,Buckhauserstr.,29,8048,Zürich,2.5-Zi-Whg D5.3 5.OG,,,,,5. OG,2.5,71,,,a.rodjakovic@peterhalter.com,a.rodjakovic@peterhalter.com,a.haefeli@peterhalter.com,Marquard Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Frankengasse 25,Frankengasse,25,8001,Zürich,3.5-Zi-Whg 1.OG,,,,,1. OG,3,43,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. Luzius Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Frankengasse 25,Frankengasse,25,8001,Zürich,3.5-Zi-Whg 2.OG,,,,,2. OG,3,45.5,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. Luzius Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Frankengasse 25,Frankengasse,25,8001,Zürich,3.5-Zi-Whg 3.OG,,,,,3. OG,3,47,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. Luzius Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Frankengasse 25,Frankengasse,25,8001,Zürich,5.5-Zi-Whg 4.+5.OG,,,,,4. OG,5.5,108,,,k.christen@peterhalter.com,e.oezyuerek@peterhalter.com,a.haefeli@peterhalter.com,Dr. Luzius Sprüngli,01.-12.,"CHF25,000.00",CHF 150.00
,Franklinstrasse 3,Franklinstrasse,3,8050,Zürich,3-ZWG 1.OG links,,,,,1. OG,3,70,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Beatrice I. Gasser,01.-12.,"CHF25,000.00",CHF 150.00
,Franklinstrasse 3,Franklinstrasse,3,8050,Zürich,3-ZWG 1.OG Rechts,,,,,1. OG,3,70,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Beatrice I. Gasser,01.-12.,"CHF25,000.00",CHF 150.00
,Franklinstrasse 3,Franklinstrasse,3,8050,Zürich,2.5-ZWG 2.OG Links,,,,,2. OG,2.5,70,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Beatrice I. Gasser,01.-12.,"CHF25,000.00",CHF 150.00
,Franklinstrasse 3,Franklinstrasse,3,8050,Zürich,3-ZWG 2.OG Rechts,,,,,2. OG,3,70,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Beatrice I. Gasser,01.-12.,"CHF25,000.00",CHF 150.00
,Franklinstrasse 3,Franklinstrasse,3,8050,Zürich,3-ZWG 3.OG Links,,,,,3. OG,3,,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Beatrice I. Gasser,01.-12.,"CHF25,000.00",CHF 150.00
,Franklinstrasse 3,Franklinstrasse,3,8050,Zürich,3-ZWG 3.OG rechts,,,,,3. OG,3,70,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Beatrice I. Gasser,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,45,8048,Zürich,3-Zi-Whg EG,,,,,EG,3,63,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,45,8048,Zürich,1-Zi-Whg EG,,,,,EG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,45,8048,Zürich,2-Zi-Whg EG,,,,,EG,2,54,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,45,8048,Zürich,3-Zi-Whg 1.OG,,,,,1. OG,3,63,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,45,8048,Zürich,1-Zi-Whg 1.OG,,,,,1. OG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,45,8048,Zürich,2-Zi-Whg 1.OG,,,,,1. OG,2,54,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,45,8048,Zürich,3-Zi-Whg 2.OG,,,,,2. OG,3,63,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,45,8048,Zürich,1-Zi-Whg 2.OG,,,,,2. OG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,45,8048,Zürich,2-Zi-Whg 2.OG,,,,,2. OG,2,54,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,47,8048,Zürich,2-Zi-Whg EG,,,,,EG,2,55,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,47,8048,Zürich,1-Zi-Whg EG,,,,,EG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,47,8048,Zürich,2-Zi-Whg EG,,,,,EG,2,50,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,47,8048,Zürich,2-Zi-Whg 1.OG,,,,,1. OG,2,55,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,47,8048,Zürich,1-Zi-Whg 1.OG,,,,,1. OG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,47,8048,Zürich,2-Zi-Whg 1.OG,,,,,1. OG,2,50,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,47,8048,Zürich,2-Zi-Whg 2.OG,,,,,2. OG,2,55,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,47,8048,Zürich,2-Zi-Whg 2.OG,,,,,2. OG,2,52,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,47,8048,Zürich,1-Zi-Whg 2.OG,,,,,2. OG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,49,8048,Zürich,2-Zi-Whg EG,,,,,EG,2,54,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,49,8048,Zürich,1-Zi-Whg EG,,,,,EG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,49,8048,Zürich,2.5-Zi-Whg EG,,,,,EG,2.5,56,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,49,8048,Zürich,2-Zi-Whg 1.OG,,,,,1. OG,2,54,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,49,8048,Zürich,1-Zi-Whg 1.OG,,,,,1. OG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,49,8048,Zürich,2.5-Zi-Whg 1.OG,,,,,1. OG,2.5,54,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,49,8048,Zürich,2-Zi-Whg 2.OG,,,,,2. OG,2,54,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,49,8048,Zürich,1-Zi-Whg 2.OG,,,,,2. OG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,49,8048,Zürich,2.5-Zi-Whg 2.OG,,,,,2. OG,2.5,56,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,51,8048,Zürich,3-Zi-Whg EG,,,,,EG,3,57,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,51,8048,Zürich,1-Zi-Whg EG,,,,,EG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,51,8048,Zürich,2-Zi-Whg EG,,,,,EG,2,55,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,51,8048,Zürich,3-Zi-Whg 1.OG,,,,,1. OG,3,60,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,51,8048,Zürich,1-Zi-Whg 1.OG,,,,,1. OG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,51,8048,Zürich,2-Zi-Whg 1.OG,,,,,1. OG,2,55,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,51,8048,Zürich,3-Zi-Whg 2.OG,,,,,2. OG,3,60,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,51,8048,Zürich,1-Zi-Whg 2.OG,,,,,2. OG,1,30,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,51,8048,Zürich,2-Zi-Whg 2.OG,,,,,2. OG,2,54,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,53,8048,Zürich,2-Zi-Whg EG,,,,,EG,2,52,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,53,8048,Zürich,1-Zi-Whg EG,,,,,EG,1,35,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
,Friedhofstrasse  45-53,Friedhofstrasse,53,8048,Zürich,3-Zi-Whg EG,,,,,EG,3,57,,,d.stutz@peterhalter.com,a.blum@peterhalter.com,a.haefeli@peterhalter.com,Dr. A. Guyer-Halter,01.-12.,"CHF25,000.00",CHF 150.00
